Sort,Variabele,Begrotingsprogramma,Thema,Label,Labelkort,Definitie,Bron,Peildatum,Verschijningsfrequentie,Rekeneenheid,Symbool,Groep,Format,Berekendevariabelen,Themakerncijfertabel,Tussenkopjekerncijfertabel,Kleurenpalet,Legendacode,Sdminimumbevtotaal,Sdminimumwvoorbag,Topicarea,Label1,Definition,Referencedate,Frequency
6770,WZSLI_I,"Volksgezondheid, jeugd en zorg",Volksgezondheid en zorg,Standaardleefsituatieindex,Standaardleefsituatieindex,"De Standaard Leefsituatie Index (SLI) beschrijft de kwaliteit van leven op 8 maatschappelijke domeinen: wonen, gezondheid, consumptiegoederen, vrijetijdsactiviteiten, mobiliteit, sociale participatie, sportactiviteiten, vakantie en het sociaal netwerk.







De score 100 staat voor het Amsterdams gemiddelde in 2004.",Staat van de Stad (O&S),1 september,1 keer in de 2 jaar,4,,,F8.,,"Welzijn, zorg en sport",Welzijn,1,1,,,Well-being and care,Life Situation Index,"The Life Situation Index scores the quality of life, based on a questionnaire about participation in 8 social domains: housing, health, possession, spare time activities, mobility, social participation, sports, vacation and social life. 







The value 100 represents the average value for Amsterdam in 2014.",n.a.,every two years
5640,BHVESTL,Economie,Economie sectie,"Vestigingen L: handel, verhuur onroerend goed","Vestigingen L: handel, verhuur onroerend goed","Aantal vestigingen met de sectiecode L: Handel, verhuur onroerend goed. 















Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal 1 werkzaam persoon. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial section,"Companies L: trade, rental real estate","Number of companies registered under section code L: trade, rental real estate















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
5650,BHVESTM,Economie,Economie sectie,Vestigingen M: advisering en onderzoek,Vestigingen M: advisering en onderzoek,"Aantal vestingen met de sectiecode M: Advisering en onderzoek. 















Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal 1 werkzaam persoon.  















Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial section,Companies M: consultancy and research,"Number of companies registered under section code M: consultancy and research















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
5660,BHVESTN,Economie,Economie sectie,Vestigingen N: overige zakelijke dienstverlening,Vestigingen N: overige zakelijke dienstverlening,"Aantal vestigingen met de sectiecode N: Overige zakelijke dienstverlening. 















Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal 1 werkzaam persoon.  















Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial section,Companies N: other business services,"Number of companies registered under section code  N: other business services















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
5670,BHVESTO,Economie,Economie sectie,Vestigingen O: overheid,Vestigingen O: overheid,"Aantal vestigingen met de sectiecode O: Overheid. 















Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal 1 werkzaam persoon. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial section,Companies O: government,"Number of companies registered under section code O: government















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
6780,WZGELUK_P,"Volksgezondheid, jeugd en zorg",Volksgezondheid en zorg,Gelukkig (%),Gelukkig (%),Het aandeel 18-pussers dat zichzelf een (erg) gelukkig mens vindt.,Staat van de Stad (O&S),1 september,1 keer in de 2 jaar,1,%,,F8.,,"Welzijn, zorg en sport",Welzijn,1,1,,,Well-being and care,Happy (%),Percentage of the population aged 18 and over that consider themselves a (very) hapy person.,n.a.,every two years
2680,OROPP,Wonen en Groen,Openbare ruimte,Oppervlakte totaal,Oppervlakte (ha),Totaal oppervlak van het gebied in hectares.,Basisregistratie Grootschalige Topografie (BGT),1 januari,"1 keer per jaar, met vier maanden vertraging",2,ha,,F5.2,,,,9,3,,,Public space,Area total (ha),Total surface area in hectares,1 January,"once a year, with a one year delay"
5680,BHVESTP,Economie,Economie sectie,Vestigingen P: onderwijs,Vestigingen P: onderwijs,"Aantal vestigingen met de sectiecode P: Onderwijs. 















Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal 1 werkzaam persoon. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial section,Companies P: education,"Number of companies registered under section code P: education















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
5690,BHVESTQ,Economie,Economie sectie,Vestigingen Q: gezondheids- en welzijnszorg,Vestigingen Q: gezondheids- en welzijnszorg,"Aantal vestigingen met de sectiecode Q: Gezondheids- en welzijnszorg. 















Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal 1 werkzaam persoon. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial section,Companies Q: health care and welfare,"Number of companies registered under section code Q: health care and welfare















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
5700,BHVESTR,Economie,Economie sectie,Vestigingen R: cultuur sport en recreatie,Vestigingen R: cultuur sport en recreatie,"Aantal vestigingen  met de sectiecode R: Cultuur, sport en recreatie. 















Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal 1 werkzaam persoon.  















Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial section,"Companies R: culture, sports and recreation","Number of companies registered under section code R: culture, sports and recreation















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
